Sample,Number,Mouse_ID,Strain,sex,DOB,parents,Western_Diet,Sac_Date,weight_g,length_cm,ab_fat,other_fat,total_fat,comments,100xfat_weight,Trigly,Total_Chol,HDL_Chol,UC,FFA,Glucose,LDL_plus_VLDL,MCP_1_phys,Insulin_ug_l,Glucose_Insulin,Leptin_pg_ml,Adiponectin,Aortic lesions,Note,Aneurysm,Aortic_cal_M,Aortic_cal_L,CoronaryArtery_Cal,Myocardial_cal,BMD_all_limbs,BMD_femurs_only
F2_202,202,275-3,"BxH ApoE-/-, F2",2,2002-3-4,112,2002-4-29,2002-8-21,40.2,10.4,3.4,2.45,5.85,NA,14.55223881,66,954,26,416,106,320,928,222.356,1476,0.216802168,122653.24,13.272,269000,NA,0,0,0,0,0,0.0547,0.07665
F2_215,215,277-5,"BxH ApoE-/-, F2",2,2002-3-4,226112,2002-4-29,2002-8-27,46.3,10.4,2.05,2.56,4.61,NA,9.956803456,47,1465,29,531,119,478,1436,142.37,6906,0.069215175,108934.78,8.239,282750,NA,25,4,0,0,0,0.0595,0.0851
F2_214,214,277-4,"BxH ApoE-/-, F2",2,2002-3-4,226112,2002-4-29,2002-8-27,31,9.7,1.67,1.5,3.17,kidney/spleen in 212 DNAs corrected,10.22580645,59,1066,15,464,139,364,1051,136.756,466,0.78111588,23191.36,8.391,666750,NA,68,0,0,0,0,0.0508,0.0671
F2_216,216,279-1,"BxH ApoE-/-, F2",1,2002-3-9,109,2002-4-29,2002-8-27,46.4,10.4,1.26,1.8,3.06,NA,6.594827586,168,1473,48,559,154,532,1425,108.192,10639,0.0500047,95554.66,2.874,81000,NA,0,0,0,0,0,0.0554,0.0769
F2_217,217,279-2,"BxH ApoE-/-, F2",1,2002-3-9,109,2002-4-29,2002-8-27,48.4,10.5,0.71,2.24,2.95,NA,6.095041322,254,1868,45,678,139,518,1823,168.872,4706,0.110072248,60077.2,4.836,99750,NA,68,11,0,0,0,0.0526,0.0738
F2_218,218,279-3,"BxH ApoE-/-, F2",1,2002-3-9,109,2002-4-29,2002-8-27,44.3,9.9,1.04,2.74,3.78,NA,8.532731377,104,1838,69,668,157,566,1769,128.098,8172,0.069260891,121461.38,2.916,180750,NA,40,15,0,0,1,0.0546,0.07545
F2_219,219,279-4,"BxH ApoE-/-, F2",1,2002-3-9,109,2002-4-29,2002-8-27,52.8,10.5,1.49,2.5,3.99,NA,7.556818182,211,1871,50,801,220,566,1821,120.644,11249,0.050315584,32310.06,3.077,261500,NA,42,14,0,1,72,0.0617,0.0818
F2_220,220,279-5,"BxH ApoE-/-, F2",1,2002-3-9,109,2002-4-29,2002-8-27,49.2,10.7,1.14,1.93,3.07,NA,6.239837398,55,1498,51,570,121,409,1447,114.918,5758,0.071031608,76969.84,1.555,158500,NA,35,6,0,2,0,0.0568,0.08015
F2_221,221,280-1,"BxH ApoE-/-, F2",2,2002-3-9,109,2002-4-29,2002-8-27,43.3,10.1,4.41,2.7,7.11,NA,16.42032333,55,1501,27,587,129,414,1474,112.426,977,0.423746162,163032.58,9.376,261500,NA,31,13,0,4,0,0.0548,0.08405
F2_222,222,280-2,"BxH ApoE-/-, F2",2,2002-3-9,109,2002-4-29,2002-8-27,NA,NA,2.8,2.69,5.49,NA,NA,25,1100,27,442,87,385,1073,78.584,582,0.661512027,111583.74,8.583,470000,NA,22,9,6,0,23,0.057,0.08135
F2_223,223,280-3,"BxH ApoE-/-, F2",2,2002-3-9,109,2002-4-29,2002-8-27,36.2,10.2,2.18,2.55,4.73,NA,13.06629834,60,1188,31,413,101,370,1157,119.248,1151,0.3214596,56629.96,5.309,NA,NA,NA,NA,NA,0,0,0.0567,0.08315
F2_224,224,280-4,"BxH ApoE-/-, F2",2,2002-3-9,109,2002-4-29,2002-8-27,37.3,10,3.07,2.36,5.43,NA,14.55764075,79,811,26,259,60,258,785,128.792,333,0.774774775,40867.7,6.171,168000,NA,80,16,0,4,1,0.0497,0.06935
F2_146,146,259-1,"BxH ApoE-/-, F2",1,2002-2-25,230,2002-4-22,2002-8-14,64.4,11.7,2.44,2.06,4.5,NA,6.98757764,438,1671,48,692,182,703,1623,137.85,5645,0.124534987,130230.86,6.001,165250,NA,13,1,5,0,0,0.0567,0.07955
F2_147,147,259-2,"BxH ApoE-/-, F2",1,2002-2-25,230,2002-4-22,2002-8-14,47.8,11.1,1.5,1.92,3.42,tumor,7.154811715,88,793,52,266,59,290,741,126.17,2632,0.110182371,42125.16,5.788,129500,NA,15,0,0,0,0,0.0586,0.0772
F2_148,148,259-3,"BxH ApoE-/-, F2",1,2002-2-25,230,2002-4-22,2002-8-14,44.87,10.7,1.35,2.28,3.63,NA,8.090037887,48,1071,59,340,65,342,1012,173.04,3367,0.101574102,99486.88,9.3,116750,NA,0,0,0,0,2,0.0531,0.06955
F2_149,149,259-4,"BxH ApoE-/-, F2",1,2002-2-25,230,2002-4-22,2002-8-14,49.4,11,1.37,2.53,3.9,NA,7.894736842,53,1216,57,502,139,451,1159,249.496,1697,0.265763111,80689.72,9.502,468500,NA,54,7,0,0,3,0.0587,0.0781
F2_150,150,260-1,"BxH ApoE-/-, F2",1,2002-2-25,231,2002-4-22,2002-8-14,47.4,10.6,2.19,2.33,4.52,NA,9.535864979,41,1135,40,419,82,329,1095,129.024,868,0.379032258,85032.46,6.761,242750,NA,18,1,0,0,0,0.0573,0.0754
F2_151,151,260-2,"BxH ApoE-/-, F2",1,2002-2-25,231,2002-4-22,2002-8-14,50.7,11.2,0.82,1.88,2.7,NA,5.325443787,119,1291,49,508,128,461,1242,197.442,8481,0.054356798,41683.82,5.36,75750,NA,11,5,0,0,9,0.0569,0.08175
F2_152,152,260-3,"BxH ApoE-/-, F2",1,2002-2-25,231,2002-4-22,2002-8-14,51.6,11.1,0.7,2.01,2.71,NA,5.251937984,79,1670,69,734,164,553,1601,284.418,15242,0.036281328,51437.38,5.465,210000,NA,0,0,0,0,1,0.0664,0.0915
F2_153,153,260-4,"BxH ApoE-/-, F2",1,2002-2-25,231,2002-4-22,2002-8-14,51.6,11,2.33,2.6,4.93,spleenomegally,9.554263566,45,1423,60,545,113,436,1363,114.976,2038,0.213935231,76830.3,22.932,147250,NA,7,6,0,0,1,0.0653,0.08875
F2_154,154,261-1,"BxH ApoE-/-, F2",2,2002-2-25,231,2002-4-22,2002-8-14,42.9,10.4,2.75,2.54,5.29,NA,12.33100233,88,824,50,321,92,354,774,157.904,509,0.695481336,103567.76,8.128,77500,NA,16,7,0,0,9,0.0574,0.07695
F2_155,155,261-2,"BxH ApoE-/-, F2",2,2002-2-25,231,2002-4-22,2002-8-14,31.8,10.2,1.55,1.55,3.1,NA,9.748427673,45,1075,43,419,91,321,1032,76.182,439,0.731207289,48186.02,12.619,104750,NA,6,0,0,0,0,0.0597,0.08185
F2_156,156,261-3,"BxH ApoE-/-, F2",2,2002-2-25,231,2002-4-22,2002-8-14,40.9,10.6,3.01,2.84,5.85,NA,14.30317848,95,1016,44,378,105,385,972,134.48,615,0.62601626,80302.36,5.958,199750,NA,3,2,0,0,0,0.0563,0.07855
F2_157,157,261-4,"BxH ApoE-/-, F2",2,2002-2-25,231,2002-4-22,2002-8-14,22.2,9.8,0.15,0.39,0.54,NA,2.432432432,44,403,44,153,45,227,359,84.388,407,0.557739558,3662.48,7.541,264000,NA,0,0,0,0,0,0.0565,0.07895
F2_158,158,262-1,"BxH ApoE-/-, F2",1,2002-2-25,231227,2002-4-22,2002-8-14,52.7,10.9,0.89,3.43,4.32,NA,8.197343454,132,1710,53,588,102,404,1657,379.84,2014,0.200595829,54820.86,3.603,164500,NA,50,15,0,0,1,0.0576,0.0798
F2_159,159,262-2,"BxH ApoE-/-, F2",1,2002-2-25,231227,2002-4-22,2002-8-14,51,10.9,1.74,2.17,3.91,NA,7.666666667,689,1667,60,681,161,529,1607,237.836,4162,0.127102355,74850.12,3.914,131500,NA,24,8,NA,0,0,0.0575,0.0793
F2_160,160,262-3,"BxH ApoE-/-, F2",1,2002-2-25,231227,2002-4-22,2002-8-14,48.6,10.8,1.68,1.81,3.49,NA,7.181069959,95,1533,53,576,126,433,1480,161.266,710,0.609859155,42360.32,3.634,124750,NA,0,0,0,0,3,0.0607,0.0838
F2_161,161,262-4,"BxH ApoE-/-, F2",1,2002-2-25,231227,2002-4-22,2002-8-14,48.7,10.7,3.38,3.42,6.8,NA,13.96303901,139,1954,159,673,134,558,1795,185.042,1092,0.510989011,118566.9,3.663,44250,NA,40,8,0,0,3,0.0538,0.07155
F2_162,162,263-1,"BxH ApoE-/-, F2",2,2002-2-25,227,2002-4-22,2002-8-19,44.6,10,2.74,2.3,5.04,NA,11.30044843,139,1842,47,636,136,453,1795,305.196,625,0.7248,125457.98,3.737,183750,NA,16,7,0,0,0,0.0522,0.0694
F2_163,163,263-2,"BxH ApoE-/-, F2",2,2002-2-25,227,2002-4-22,2002-8-19,53.1,10.7,6.58,3.77,10.35,large spleen,19.49152542,113,1909,24,725,156,589,1885,155.714,1370,0.429927007,152968.96,5.875,247750,NA,5,0,0,0,0,0.0529,0.077
F2_164,164,263-3,"BxH ApoE-/-, F2",2,2002-2-25,227,2002-4-22,2002-8-19,52.7,10.8,5.81,4.17,9.98,slightly large spleen,18.9373814,98,1356,42,456,93,448,1314,135.602,2677,0.167351513,98773.12,3.951,183250,NA,12,3,0,0,0,0.0571,0.0835
F2_165,165,263-4,"BxH ApoE-/-, F2",2,2002-2-25,227,2002-4-22,2002-8-19,54.1,10.5,5.72,4.02,9.74,NA,18.00369686,55,1263,56,370,80,338,1207,130.586,465,0.72688172,26971.26,4.7,478750,NA,0,3,16,0,0,0.0564,0.0797
F2_166,166,266-1,"BxH ApoE-/-, F2",2,2002-2-28,232,2002-4-22,2002-8-19,32.1,9.9,1.76,1.7,3.46,NA,10.7788162,27,994,28,367,82,393,966,206.668,1733,0.22677438,181193.08,5.99,181250,NA,4,2,0,0,28,0.0565,0.081
F2_167,167,266-2,"BxH ApoE-/-, F2",2,2002-2-28,232,2002-4-22,2002-8-19,29.4,10.7,1.6,1.8,3.4,NA,11.56462585,11,729,30,328,93,274,699,207.074,326,0.840490798,20350.54,4.418,240500,NA,7,9,0,0,2,0.0523,0.0706
F2_168,168,266-3,"BxH ApoE-/-, F2",2,2002-2-28,232,2002-4-22,2002-8-19,38,10.3,2.67,2.45,5.12,NA,13.47368421,72,1612,63,516,107,386,1549,140.328,730,0.528767123,56925.02,7.711,320250,NA,47,9,0,4,31,0.0566,0.0853
F2_169,169,266-4,"BxH ApoE-/-, F2",2,2002-2-28,232,2002-4-22,2002-8-19,33.9,10.1,1.48,1.9,3.38,NA,9.970501475,42,1051,53,350,84,331,998,102.328,613,0.539967374,47425.36,7.76,350250,NA,0,0,10,0,0,0.0624,0.0912
F2_170,170,267-1,"BxH ApoE-/-, F2",1,2002-2-28,232,2002-4-22,2002-8-19,47,10.6,1,2.31,3.31,NA,7.042553191,199,1782,56,555,105,399,1726,282.578,4239,0.094125973,74687.4,4.045,71750,NA,43,13,4,47,31,0.0556,0.0766
F2_171,171,267-2,"BxH ApoE-/-, F2",1,2002-2-28,232,2002-4-22,2002-8-19,51.5,10.8,1,2.5,3.5,NA,6.796116505,120,1234,38,498,114,508,1196,133.53,12486,0.040685568,77029.38,4.284,180250,NA,62,22,0,13,335,0.0621,0.0891
F2_172,172,267-3,"BxH ApoE-/-, F2",1,2002-2-28,232,2002-4-22,2002-8-19,36.5,9.8,1.7,2.19,3.89,NA,10.65753425,57,1449,45,609,138,488,1404,236.064,605,0.80661157,69842.86,9.03,419750,NA,41,17,0,0,0,0.0501,0.0638
F2_173,173,268-1,"BxH ApoE-/-, F2",1,2002-2-28,232,2002-4-22,2002-8-19,60.7,11.1,1.03,3.2,4.23,NA,6.968698517,107,1732,35,637,99,437,1697,419.056,10059,0.043443682,136558.32,5.429,116000,NA,5,0,0,0,2,0.0589,0.08335
F2_174,174,268-2,"BxH ApoE-/-, F2",1,2002-2-28,232,2002-4-22,2002-8-19,51,10.8,0.91,1.91,2.82,NA,5.529411765,201,1966,75,768,188,568,1891,243.952,10544,0.053869499,63445.66,3.787,208500,NA,18,6,12,1,0,0.0624,0.08545
F2_317,317,342-2,"BxH ApoE-/-, F2",1,2002-4-16,228,2002-7-24,2002-11-13,48.2,11.3,1.15,2.1,3.25,NA,6.742738589,61,1490,38,495,104,368,1452,115.698,4330,0.084988453,63934.78,4.788,284500,NA,25,10,0,0,6,0.0644,0.0944
F2_318,318,342-3,"BxH ApoE-/-, F2",1,2002-4-16,228,2002-7-24,2002-11-13,52.5,10.7,0.68,2.75,3.43,NA,6.533333333,105,1466,56,551,119,526,1410,453.096,3121,0.168535726,93027.22,5.574,259500,NA,75,23,3,0,59,0.0596,0.08455
F2_319,319,342-4,"BxH ApoE-/-, F2",1,2002-4-16,228,2002-7-24,2002-11-13,50.9,11.2,1.88,2.65,4.53,NA,8.899803536,95,1182,60,454,121,508,1122,72.256,4474,0.113544926,95510.38,3.888,280250,NA,34,11,0,0,15,0.0585,0.08185
F2_320,320,343-1,"BxH ApoE-/-, F2",2,2002-4-16,228,2002-7-24,2002-11-13,39.2,10.3,1.88,2.32,4.2,NA,10.71428571,59,794,25,321,92,316,769,127.282,1022,0.309197652,68926.58,15.384,238750,NA,14,0,0,0,0,0.0591,0.0807
F2_321,321,343-2,"BxH ApoE-/-, F2",2,2002-4-16,228,2002-7-24,2002-11-13,45.3,10.6,2.5,2.66,5.16,NA,11.39072848,95,1667,45,705,149,644,1622,148.576,10335,0.06231253,172820.02,12.688,312750,NA,25,1,12,0,0,0.0556,0.08035
F2_322,322,343-3,"BxH ApoE-/-, F2",2,2002-4-16,228,2002-7-24,2002-11-13,45.6,10.5,2.78,2.62,5.4,NA,11.84210526,33,1442,39,573,105,491,1403,118.544,NA,NA,NA,NA,357000,NA,0,0,0,0,0,0.0627,0.0912
F2_323,323,343-4,"BxH ApoE-/-, F2",2,2002-4-16,228,2002-7-24,2002-11-13,43,10.1,3.14,2.88,6.02,NA,14,95,922,60,314,76,365,862,156.62,1134,0.321869489,205015.6,7.151,83000,NA,0,0,0,0,0,0.0588,0.08885
F2_324,324,354-1,"BxH ApoE-/-, F2",2,2002-5-6,228,2002-7-24,2002-11-13,38.3,9.8,2.48,2.31,4.79,NA,12.50652742,93,1300,52,427,83,332,1248,146.458,1480,0.224324324,159873.28,5.943,129500,NA,13,0,0,0,0,0.0529,0.0704
F2_325,325,354-2,"BxH ApoE-/-, F2",2,2002-5-6,228,2002-7-24,2002-11-13,40.8,9.7,2.42,2.65,5.07,NA,12.42647059,76,1299,28,497,119,413,1271,146.6,1721,0.239976758,207949.4,11.174,57500,NA,19,2,0,0,1,0.052,0.0735
F2_326,326,354-3,"BxH ApoE-/-, F2",2,2002-5-6,228,2002-7-24,2002-11-13,32.4,9.9,2.26,1.53,3.79,NA,11.69753086,35,971,12,399,87,395,959,144.482,579,0.682210708,75031.7,17.993,246000,NA,27,10,0,0,0,0.0525,0.07425
F2_327,327,354-4,"BxH ApoE-/-, F2",2,2002-5-6,228,2002-7-24,2002-11-13,40.5,10.1,2.98,2.47,5.45,NA,13.45679012,44,1291,16,489,94,442,1275,176.976,1217,0.363188168,132981.3,17.458,313750,NA,21,6,0,0,0,0.0509,0.0699
F2_328,328,354-5,"BxH ApoE-/-, F2",2,2002-5-6,228,2002-7-24,2002-11-13,36.1,9.7,1.89,2.07,3.96,NA,10.96952909,75,1004,43,358,92,376,961,258.53,947,0.397043295,224701.8,9.939,221250,NA,0,0,0,0,0,0.0529,0.07245
F2_329,329,359-1,"BxH ApoE-/-, F2",2,2002-5-6,NA,2002-7-24,2002-11-13,34,9.9,2.12,1.67,3.79,NA,11.14705882,28,765,15,266,60,256,750,109.994,577,0.443674177,63797.58,15.756,143250,NA,0,0,13,0,0,0.0507,0.06955
F2_330,330,359-2,"BxH ApoE-/-, F2",2,2002-5-6,NA,2002-7-24,2002-11-13,34.4,10.6,1.54,1.26,2.8,NA,8.139534884,44,1093,32,351,65,338,1061,60.622,591,0.571912014,10302.78,5.507,60750,NA,0,0,4,0,1,0.0588,0.08395
F2_331,331,359-3,"BxH ApoE-/-, F2",2,2002-5-6,NA,2002-7-24,2002-11-13,36.5,10.6,2.09,1.17,3.26,NA,8.931506849,6,1015,21,418,98,359,994,126.856,430,0.834883721,37297.52,13.397,334750,NA,0,0,6,NA,NA,0.0549,0.07635
F2_332,332,359-4,"BxH ApoE-/-, F2",2,2002-5-6,NA,2002-7-24,2002-11-13,35.3,10.7,1.84,1.48,3.32,sort of clippered,9.40509915,20,963,36,323,57,340,927,86.366,436,0.779816514,28512.1,9.119,366250,NA,38,3,0,NA,NA,0.0582,0.0831
F2_333,333,359-5,"BxH ApoE-/-, F2",2,2002-5-6,NA,2002-7-24,2002-11-13,26.9,10.3,0.38,0.28,0.66,clippered,2.453531599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387750,NA,16,0,0,NA,NA,0.0505,0.06615
F2_334,334,355-1,"BxH ApoE-/-, F2",1,2002-5-6,228,2002-7-24,2002-11-13,46.7,10.3,1.91,2.1,4.01,NA,8.586723769,127,1202,30,449,107,385,1172,139.11,5338,0.072124391,191262.98,6.102,245000,NA,52,4,2,NA,NA,NA,NA
F2_335,335,355-2,"BxH ApoE-/-, F2",1,2002-5-6,228,2002-7-24,2002-11-13,52.7,10.9,1.49,2.68,4.17,NA,7.912713472,36,1304,31,513,103,445,1273,NA,9453,0.047075003,202165.2,8.253,304750,NA,0,5,0,NA,NA,NA,NA
F2_336,336,355-3,"BxH ApoE-/-, F2",1,2002-5-6,228,2002-7-24,2002-11-13,45.5,10.7,0.9,1.42,2.32,NA,5.098901099,149,1530,52,587,120,555,1478,NA,4341,0.127850726,47238.76,4.906,245500,NA,0,0,24,NA,NA,NA,NA
F2_337,337,356-1,"BxH ApoE-/-, F2",2,2002-5-2,NA,2002-7-24,2002-11-13,32.1,10.3,1.38,1.7,3.08,NA,9.595015576,11,587,11,250,70,261,576,141.796,495,0.527272727,49805.7,14.423,259000,NA,11,2,0,NA,NA,NA,NA
F2_338,338,356-2,"BxH ApoE-/-, F2",2,2002-5-2,NA,2002-7-24,2002-11-13,24.7,9.5,0.23,0.49,0.72,NA,2.914979757,10,532,19,241,66,340,513,114.486,335,1.014925373,3049.6,11.691,433250,NA,0,0,5,NA,NA,NA,NA
F2_339,339,356-3,"BxH ApoE-/-, F2",2,2002-5-2,NA,2002-7-24,2002-11-13,39.2,10.2,3.51,2.05,5.56,NA,14.18367347,17,1435,71,569,103,479,1364,156.478,1128,0.42464539,99322.98,10.081,118250,NA,16,0,0,NA,NA,NA,NA
F2_340,340,357-1,"BxH ApoE-/-, F2",1,2002-5-2,NA,2002-7-24,2002-11-13,42.4,10.2,1.83,1.91,3.74,NA,8.820754717,186,1919,60,732,152,639,1859,141.442,10308,0.061990687,55350.74,3.108,97250,NA,37,25,0,NA,NA,NA,NA
F2_341,341,357-2,"BxH ApoE-/-, F2",1,2002-5-2,NA,2002-7-24,2002-11-13,54.8,11.1,2.11,2.78,4.89,NA,8.923357664,153,1432,50,540,133,555,1382,250.536,8322,0.066690699,147638.1,7.758,145750,NA,0,0,0,NA,NA,NA,NA
F2_342,342,357-3,"BxH ApoE-/-, F2",1,2002-5-2,NA,2002-7-24,2002-11-13,48.2,10.6,1.6,2.48,4.08,NA,8.46473029,90,1040,40,410,117,456,1000,250.608,1996,0.228456914,108079.74,14.812,376750,NA,15,0,0,NA,NA,NA,NA
F2_343,343,358-1,"BxH ApoE-/-, F2",1,2002-5-2,NA,2002-7-24,2002-11-13,39.6,10.1,2.08,1.66,3.74,NA,9.444444444,42,1258,74,517,158,475,1184,210.09,725,0.655172414,15170.2,8.354,287000,NA,48,4,0,NA,NA,NA,NA
F2_344,344,358-2,"BxH ApoE-/-, F2",1,2002-5-2,NA,2002-7-24,2002-11-13,45.4,10.6,0.81,1.64,2.45,NA,5.396475771,27,1009,79,317,61,315,930,133.866,3238,0.097282273,72536.8,9.076,330750,NA,0,0,9,NA,NA,NA,NA
F2_345,345,358-3,"BxH ApoE-/-, F2",1,2002-5-2,NA,2002-7-24,2002-11-13,45.6,10.6,0.86,1.57,2.43,NA,5.328947368,90,843,77,251,62,366,766,150.77,4944,0.074029126,47847.3,5.598,130937,NA,0,0,0,NA,NA,NA,NA
F2_288,288,306-2,"BxH ApoE-/-, F2",2,2002-3-22,229232,2002-5-14,2002-9-11,37.7,10.2,2.04,2.01,4.05,NA,10.74270557,27,1469,25,559,95,406,1444,184.858,669,0.606875934,109760.04,20.552,235250,NA,26,10,0,0,0,0.0553,0.075
F2_289,289,306-3,"BxH ApoE-/-, F2",2,2002-3-22,229232,2002-5-14,2002-9-11,37.2,10.2,2.42,1.9,4.32,NA,11.61290323,70,1331,26,574,139,469,1305,146.67,1416,0.331214689,71692,12.566,322500,NA,23,5,9,0,0,0.0558,0.0763
